0,status,1,POSSESSED,ALIVE,carlo
2,talk,109,8,13,Over
2,talk,110,8,1,Over
2,talk,111,8,6,Over
2,talk,112,8,12,Over
2,talk,113,8,7,Over
2,talk,114,8,2,Over
2,talk,115,8,9,Over
2,talk,116,8,5,REQUEST(Agent[06] DIVINATION Agent[01])
2,talk,117,9,4,Over
2,talk,118,9,3,Over
2,talk,119,9,14,Over
2,talk,120,9,7,Over
2,talk,121,9,11,ESTIMATE Agent[13] VILLAGER
2,talk,122,9,2,Over
2,talk,123,9,9,Over
2,talk,124,9,12,Over
2,talk,125,9,6,Over
2,talk,126,9,5,VOTE Agent[01]
2,talk,127,9,13,Over
2,talk,128,9,1,Over
2,talk,129,9,10,Over
2,talk,130,10,1,Over
2,talk,131,10,7,Over
2,talk,132,10,12,Over
2,talk,133,10,2,Over
2,talk,134,10,10,Over
2,talk,135,10,4,Over
2,talk,136,10,3,Over
2,talk,137,10,11,ESTIMATE Agent[13] VILLAGER
2,talk,138,10,14,Over
2,talk,139,10,6,Over
2,talk,140,10,5,Over
2,talk,141,10,13,Over
2,talk,142,10,9,Over
2,talk,143,11,4,Over
2,talk,144,11,7,Over
2,talk,145,11,2,Over
2,talk,146,11,14,Over
2,talk,147,11,12,Over
2,talk,148,11,1,Over
2,talk,149,11,13,Over
2,talk,150,11,6,Over
2,talk,151,11,9,Over
2,talk,152,11,5,Over
2,talk,153,11,3,Over
2,talk,154,11,10,Over
2,talk,155,11,11,Over
2,vote,1,3
2,vote,2,6
2,vote,3,10
2,vote,4,10
2,vote,5,1
2,vote,6,2
2,vote,7,10
2,vote,9,2
2,vote,10,5
2,vote,11,10
2,vote,12,10
2,vote,13,10
2,vote,14,3
2,execute,10,WEREWOLF
2,whisper,0,0,6,ATTACK Agent[05]
2,whisper,1,0,11,ATTACK Agent[07]
2,whisper,2,1,6,REQUEST(ATTACK Agent[05])
2,whisper,3,1,11,Over
2,whisper,4,2,11,Over
2,whisper,5,2,6,DIVINED Agent[05] WEREWOLF
2,whisper,6,3,6,Skip
2,whisper,7,3,11,Over
2,whisper,8,4,6,Skip
2,whisper,9,4,11,Over
2,whisper,10,5,11,Over
2,whisper,11,5,6,Over
2,guard,3,1,POSSESSED
2,attackVote,6,5
2,attackVote,11,7
2,attackVote,6,5
2,attackVote,11,4
2,attack,5,true
3,status,1,POSSESSED,ALIVE,carlo
3,status,2,VILLAGER,ALIVE,m_cre
3,status,3,BODYGUARD,ALIVE,cndl
3,status,4,VILLAGER,ALIVE,AITKN
3,status,5,MEDIUM,DEAD,aplain
3,status,6,WEREWOLF,ALIVE,takkyubu
3,status,7,VILLAGER,ALIVE,kasuka
3,status,8,SEER,DEAD,johnny
3,status,9,VILLAGER,ALIVE,hibagon
3,status,10,WEREWOLF,DEAD,colun
3,status,11,WEREWOLF,ALIVE,wasabi
3,status,12,VILLAGER,ALIVE,Udon
3,status,13,VILLAGER,ALIVE,JuN1Ro
3,status,14,VILLAGER,ALIVE,cash
3,status,15,VILLAGER,DEAD,daisyo
3,talk,0,0,6,DIVINED Agent[05] WEREWOLF
3,talk,1,0,4,Skip
3,talk,2,0,12,VOTE Agent[01]
3,talk,3,0,11,VOTE Agent[02]
3,talk,4,0,2,VOTE Agent[06]
3,talk,5,0,14,VOTE Agent[03]
3,talk,6,0,9,DISAGREE TALK day1 ID:82
3,talk,7,0,7,ESTIMATE Agent[10] WEREWOLF
3,talk,8,0,3,VOTE Agent[06]
3,talk,9,0,13,VOTE Agent[14]
3,talk,10,0,1,DIVINED Agent[02] HUMAN
3,talk,11,1,14,VOTE Agent[09]
3,talk,12,1,9,AGREE TALK day2 ID:45
3,talk,13,1,7,ESTIMATE Agent[06] WEREWOLF
3,talk,14,1,11,Skip
3,talk,15,1,12,VOTE Agent[06]
3,talk,16,1,1,VOTE Agent[06]
3,talk,17,1,6,VOTE Agent[02]
3,talk,18,1,2,Skip
3,talk,19,1,3,Skip
3,talk,20,1,13,ESTIMATE Agent[14] VILLAGER
3,talk,21,1,4,VOTE Agent[06]
3,talk,22,2,11,ESTIMATE Agent[01] WEREWOLF
